age,workclass,fnlwgt
41,Private,197372
49,Self-emp-not-inc,43479
36,Private,166549
62,Private,119684
44,Private,651702
69,Self-emp-not-inc,199829
22,Private,86745
36,Private,644278
58,Private,31137
32,Private,104525
19,?,91278
27,Private,111361
19,?,291692
35,Private,228881
58,Private,152731
18,Private,178310
48,Self-emp-not-inc,116360
22,Private,535852
39,Private,30828
47,Self-emp-not-inc,39518
23,Private,445758
40,Private,222504
35,Private,357619
20,?,121389
41,Private,228847
27,Private,118598
58,Private,49893
38,Private,452353
40,State-gov,285000
29,Private,263300
28,State-gov,132675
35,Private,175232
18,Private,257421
29,Private,196227
25,Private,34965
65,Private,475775
19,Private,196857
37,Private,159917
22,Private,212803
70,Private,118902
21,Local-gov,166827
21,Private,180060
23,Private,47218
46,Private,73541
33,State-gov,150688
36,Private,207824
42,Self-emp-inc,198282
52,Private,206359
55,?,125659
60,Local-gov,129193
57,Local-gov,167457
35,Private,455469
24,Private,206891
37,Private,269323
45,Local-gov,187715
48,Federal-gov,71376
22,Private,268707
45,Private,215620
32,Private,158438
35,Private,209629
22,Private,121076
34,Private,97933
25,Private,177423
39,Private,185520
44,Federal-gov,38321
33,Private,213307
48,Private,328581
58,Private,177368
36,Private,148903
53,Self-emp-not-inc,385520
25,Self-emp-not-inc,193716
21,Private,238899
36,Private,209993
51,State-gov,136060
26,Local-gov,192944
41,Private,29927
23,Local-gov,200593
20,Private,311376
58,Private,206814
21,Private,278391
32,Private,364657
54,?,120781
62,Private,175080
29,?,522241
43,Private,161240
20,Private,162282
23,Private,199419
26,Private,171114
33,Private,208855
30,Private,381030
63,Private,219337
45,Private,180010
39,Private,189382
26,Private,121712
28,?,192257
20,?,68620
39,Private,352188
34,Private,398874
33,Private,191930
26,Private,269168
20,?,123536
40,Private,173651
49,Private,149337
64,Private,146674
65,Private,173483
19,Private,223669
47,Private,182177
24,Private,109414
55,Self-emp-inc,150917
61,Self-emp-not-inc,39128
47,Local-gov,103540
64,Private,110212
37,Private,222450
21,?,113760
40,?,253717
25,Private,306908
41,Self-emp-not-inc,263871
40,State-gov,55294
21,Private,174063
54,State-gov,258735
47,Private,275867
21,Private,154235
32,Local-gov,210448
32,Private,337908
26,State-gov,205333
23,Private,187447
27,Private,153589
29,Local-gov,149988
43,Private,398959
23,?,194096
39,Private,44041
22,Private,208946
47,Private,202117
34,Local-gov,303129
35,Private,215419
20,Private,175069
36,Federal-gov,20469
52,Private,254680
38,Self-emp-inc,46385
33,Private,178463
18,Private,229296
38,Private,179352
56,Self-emp-not-inc,177368
30,Private,156015
35,State-gov,308945
60,Self-emp-not-inc,119575
20,Private,332689
18,Private,150817
19,Private,50941
53,Federal-gov,59664
18,Private,56613
44,Private,162372
57,Private,77927
36,?,157278
40,Self-emp-not-inc,170214
33,Private,76493
19,Private,130431
40,State-gov,23037
20,Self-emp-not-inc,176321
47,Private,105449
41,Private,157217
47,Federal-gov,382532
23,Private,250918
49,State-gov,139268
37,Self-emp-not-inc,200352
67,Private,267915
24,Private,376474
39,Private,153047
29,Private,154236
22,?,261881
26,Private,427744
33,Self-emp-not-inc,100580
23,Private,238179
37,State-gov,272471
30,Private,259058
41,Private,112656
23,Private,197286
47,Federal-gov,26145
24,Private,314440
39,Private,57691
33,Private,301251
25,Private,243410
40,Private,119008
67,Private,169435
55,Private,200327
69,Private,31501
34,Private,223327
52,Private,191130
22,?,191561
47,Private,245724
45,Private,194134
23,Private,140764
41,Self-emp-not-inc,189941
32,Private,149368
57,Local-gov,237546
34,Private,211051
44,State-gov,307468
46,Self-emp-not-inc,27847
60,Private,39263
46,Local-gov,183610
32,Self-emp-inc,235847
44,Local-gov,32627
43,Private,42026
48,Federal-gov,72808
55,Private,377113
24,Private,176389
65,Private,71075
51,Self-emp-inc,110327
42,State-gov,392167
36,Private,130808
19,Private,351757
24,Self-emp-not-inc,345420
52,Private,220984
28,Private,236834
42,Private,153489
25,Private,330850
53,Private,337195
35,Private,214816
20,Private,92863
38,Private,226894
46,Private,40666
18,?,142043
58,Private,105239
41,Private,112763
66,Self-emp-not-inc,219220
38,State-gov,168223
29,Private,175639
39,Private,167482
44,Local-gov,178417
26,Local-gov,33604
27,Private,62082
29,Private,149902
29,Private,74784
47,Self-emp-inc,54260
62,?,119986
29,Local-gov,165218
52,Local-gov,192853
27,Private,56299
53,?,394690
29,Private,208406
62,Private,165827
72,Private,249559
27,Private,151382
38,Private,161141
27,Private,57092
49,Private,116927
56,Private,133876
52,Self-emp-inc,229259
22,Private,338162
37,Federal-gov,38948
55,Private,169276
38,State-gov,364803
45,Private,302677
35,Private,235485
21,Private,91189
54,Federal-gov,149596
19,Private,89211
48,State-gov,241854
41,Private,213351
20,Private,74631
56,Private,128696
49,Private,141069
17,?,347248
45,Private,176947
46,Private,274200
39,Private,94036
52,?,188431
34,Local-gov,176802
65,?,258973
46,Private,235646
41,Private,175883
48,Private,154430
71,Private,258126
26,Federal-gov,337575
47,Self-emp-inc,308241
21,?,162165
23,Private,298623
65,Private,270935
60,Private,338833
19,?,341631
35,Private,233786
32,Private,366876
36,State-gov,183279
41,Federal-gov,29606
24,Local-gov,137300
45,Private,184070
48,Private,188610
20,Private,41356
51,Private,145409
24,?,287413
39,Local-gov,100011
21,Private,119673
49,Private,140782
30,Private,193246
68,State-gov,420526
30,Private,34574
32,Self-emp-not-inc,400061
49,Private,107009
24,Private,33551
34,Private,121640
40,Private,179524
23,?,473206
41,Private,54422
23,Private,202416
48,Private,158685
56,Self-emp-inc,76534
42,State-gov,218948
37,Self-emp-not-inc,175120
32,Private,100154
29,Private,160510
58,Private,223214
40,Private,79488
40,Private,136986
33,Private,202339
58,Private,205737
32,Private,80145
22,?,303579
47,Private,235108
41,State-gov,201363
41,Self-emp-inc,244172
73,?,99349
56,Federal-gov,338242
83,?,29702
22,Private,146352
30,Private,215182
41,?,133456
32,Private,79586
27,Private,181822
35,Private,123809
37,Private,35429
48,Private,151584
42,Private,303725
35,Private,194404
20,Local-gov,224229
33,Private,236396
25,Private,40255
29,State-gov,214881
47,Private,332465
28,Private,165218
20,Private,34506
30,Local-gov,79190
48,Self-emp-not-inc,79001
22,Private,137876
57,Federal-gov,40103
24,Self-emp-inc,145964
32,Private,268282
67,Local-gov,272587
22,Private,220993
20,Private,88676
29,Private,185386
37,Private,177420
20,?,203353
30,Private,100734
32,State-gov,181119
23,?,172232
31,Private,243678
39,Self-emp-inc,170174
48,Private,102202
38,Private,249720
25,Private,167835
22,Private,266780
17,Private,173740
44,Private,40024
28,Private,193260
18,Private,175752
37,Private,202662
26,Private,167350
43,Private,412379
23,Self-emp-not-inc,121568
43,Private,56651
45,Private,238567
34,Private,144949
42,Private,234633
22,Private,147397
38,Private,247547
35,Private,266645
39,Private,154897
44,Private,112507
45,Federal-gov,110884
25,Private,151588
54,Local-gov,217210
22,?,185357
47,Private,139701
36,Private,50707
48,Private,370119
66,Self-emp-not-inc,252842
58,Private,106707
25,Private,149486
30,Private,427541
51,Self-emp-not-inc,22154
30,Private,144949
20,Private,228686
57,Self-emp-not-inc,113010
23,Federal-gov,361278
33,Self-emp-not-inc,109509
47,Private,172155
54,Private,204304
75,Private,233362
36,Self-emp-inc,141609
51,Private,179479
32,Private,193565
20,Private,314539
20,Private,208908
41,Self-emp-not-inc,375526
31,Private,291494
41,Private,117747
56,Private,331569
46,Private,146786
59,Private,147098
31,Private,137076
20,Private,223811
69,Private,172354
35,Private,154410
58,Private,277203
21,Private,97295
60,Private,95680
29,Private,328981
29,Self-emp-not-inc,75435
53,Private,116288
43,Federal-gov,136105
55,Local-gov,134042
29,Private,253003
37,Private,193106
37,Private,117528
41,Private,194537
57,Private,195820
41,Private,265671
18,?,90636
57,Private,166107
49,Federal-gov,106207
61,Private,187135
44,Private,231793
20,?,228326
36,Self-emp-not-inc,125933
29,Local-gov,211032
51,Local-gov,125796
19,Private,29526
53,Private,158993
43,Private,116379
42,Private,201343
44,Private,402718
37,Self-emp-inc,98360
24,Self-emp-not-inc,285580
27,?,119851
30,Private,325509
56,Private,204745
58,Private,152874
20,Private,139715
36,Private,141584
26,Private,156848
42,Private,40151
24,Private,50648
26,Private,122920
19,Local-gov,91571
21,Private,227220
43,State-gov,344519
20,Private,133061
47,Private,219054
62,Local-gov,194276
46,Self-emp-inc,168211
54,Local-gov,220054
43,Self-emp-inc,405601
34,Private,240979
47,Local-gov,202606
58,Private,220896
20,Private,24274
26,Private,263444
51,Local-gov,99064
53,Private,203967
53,State-gov,94186
68,?,110931
46,Local-gov,66934
32,Self-emp-inc,196385
42,Private,47012
28,Private,216013
67,Self-emp-not-inc,98921
23,Private,320294
27,Private,247102
65,Private,155632
22,Self-emp-inc,120753
27,Private,213921
30,Private,94235
44,Private,84141
35,Private,237943
27,Private,225895
36,Local-gov,126569
42,State-gov,172307
32,Private,111520
53,Private,283079
41,Private,109969
65,Private,146159
22,State-gov,247319
65,Local-gov,200764
21,Private,123868
28,Private,137063
24,Private,112137
39,Private,188069
52,Private,102828
18,Private,187221
62,Private,343982
28,Self-emp-not-inc,146949
41,Private,150011
28,Private,107812
43,Private,207392
61,State-gov,140851
26,Private,216842
34,Private,112115
21,Local-gov,185279
60,Private,194980
28,Private,189530
32,Self-emp-not-inc,38158
55,?,246219
51,Private,143822
48,Private,300851
37,Private,184874
40,Private,83827
44,Private,112847
27,Private,581128
55,Self-emp-not-inc,202652
40,Private,171888
30,Private,45427
36,Private,185848
74,Private,282553
34,Federal-gov,153614
48,Private,65353
44,Private,244172
48,Private,148995
25,Private,274228
33,Private,156383
49,Private,47403
75,?,226593
33,Self-emp-not-inc,94041
29,Private,271710
47,Federal-gov,231797
33,Private,188403
65,Private,444725
17,Private,242605
58,Private,244605
55,Private,335276
37,Self-emp-not-inc,284616
60,Private,162151
25,Private,60358
34,Private,151693
20,?,369907
26,Private,171636
34,Private,118901
48,State-gov,28419
34,Private,608881
31,Self-emp-inc,112564
25,Private,171472
20,Private,236804
38,Private,212252
69,Private,119907
27,Local-gov,352797
32,Private,97281
65,Private,154351
22,Private,117606
25,Private,222089
40,Private,199668
29,Local-gov,194869
33,Private,283268
60,Private,170278
28,Federal-gov,90787
28,Private,110749
72,Self-emp-not-inc,173864
35,Private,278442
33,State-gov,162705
36,Private,326352
18,Private,105854
38,Self-emp-inc,116608
48,Private,182655
22,Private,213834
29,Private,42881
81,Self-emp-not-inc,240414
19,Private,37688
39,Self-emp-not-inc,189922
20,?,323309
41,Federal-gov,341638
50,Private,114758
54,Private,288557
18,?,191817
18,Private,222851
54,Private,93605
47,Private,263984
21,Private,190916
22,Private,384787
19,Local-gov,43921
37,Private,183739
37,Private,490871
31,Private,173473
31,Self-emp-not-inc,24504
60,Private,113080
43,Private,197093
65,Private,56924
33,Federal-gov,207723
32,Private,327902
36,Private,197860
53,Private,95647
50,Private,98227
23,Private,430151
60,Private,73069
32,Private,101345
36,Private,196123
20,Private,24008
39,Private,67433
35,?,224466
29,Private,292120
52,Private,198362
41,Private,231507
28,Private,216178
52,?,91447
40,Private,232820
40,Private,53956
22,Private,155913
69,Private,104827
28,Private,197222
57,Private,255406
54,Federal-gov,278076
41,Local-gov,231348
28,Private,196286
39,Private,76417
39,Self-emp-inc,190964
57,Federal-gov,239486
18,Private,101709
53,Private,120914
44,Private,60722
28,Private,257405
61,Private,32209
45,Private,431245
52,Self-emp-not-inc,95082
57,Private,220986
40,Private,87771
72,Self-emp-inc,199233
23,Private,133515
46,Private,117310
51,Private,163027
46,Private,169711
43,Private,91317
42,Private,106159
53,Local-gov,177063
31,Private,175059
35,Private,129573
59,Private,169611
38,Private,247506
19,Private,37085
25,Private,202033
26,Private,179864
51,State-gov,88020
28,?,243190
33,Private,102270
25,Private,81286
23,?,205690
35,State-gov,37314
41,Private,29213
43,Self-emp-not-inc,451019
49,Self-emp-inc,125892
45,Private,259412
49,Federal-gov,207540
38,Private,110167
39,Private,430336
39,Self-emp-inc,210610
26,Private,86483
17,Private,138507
26,Federal-gov,345157
71,Local-gov,161342
27,Private,159109
34,Private,54608
35,Local-gov,433602
36,Self-emp-not-inc,350103
39,Private,166193
41,Federal-gov,56236
47,Private,156926
36,Private,26698
43,Self-emp-not-inc,75993
39,Private,312271
35,Private,70282
22,Private,259109
45,Private,192360
33,Private,373432
21,Local-gov,176998
37,Federal-gov,32950
30,Self-emp-not-inc,48520
47,State-gov,237525
45,Private,202746
25,Private,179255
47,Self-emp-inc,337825
68,Self-emp-not-inc,191517
27,Private,239130
42,Private,233366
36,?,137492
28,Private,66893
61,Private,266646
33,Private,238246
23,Private,215616
40,Private,148316
25,Private,172402
45,Private,195918
23,Private,33016
30,Private,267281
33,Federal-gov,43608
21,Private,57827
28,Private,110145
42,Private,162884
43,State-gov,145166
50,Private,193720
48,Private,310639
49,Private,196360
28,Private,370675
36,Private,398931
28,Local-gov,104329
61,Self-emp-inc,103575
25,State-gov,222800
48,Private,176239
36,Private,321274
46,Private,192713
25,Private,407714
36,?,247547
45,Private,123219
18,Private,165950
28,Private,182509
39,Private,27408
33,Private,110592
28,State-gov,175409
48,Private,172822
21,Private,265361
26,State-gov,106491
40,Private,179557
63,Private,187919
45,Private,196707
22,Private,216129
52,Self-emp-not-inc,100480
57,Self-emp-not-inc,69905
38,Private,297767
46,Self-emp-not-inc,214627
52,Private,251908
55,Self-emp-inc,304695
21,Private,48121
30,Private,125228
17,Private,408012
57,Private,161642
30,Private,181212
48,Self-emp-inc,76482
24,Private,295073
45,?,69596
40,Private,262461
34,Local-gov,112680
35,Private,342642
24,Private,211968
47,Local-gov,153536
21,Private,188923
30,Private,391114
52,Private,45599
37,Private,119929
24,Private,130442
41,Private,192602
61,Private,328881
37,Private,165034
39,Private,93174
28,Local-gov,205903
24,Self-emp-inc,197496
29,Private,226941
61,Private,199193
38,Private,187870
56,Private,364899
28,Private,437994
24,Private,166827
35,Private,207819
31,Private,37939
39,Private,77146
35,?,29075
20,Private,167868
25,Private,150132
23,Private,365881
37,Private,105044
47,Private,145636
36,Private,161547
34,Federal-gov,77218
35,Self-emp-not-inc,241126
85,Self-emp-inc,155981
71,Self-emp-inc,45741
23,Private,256356
39,State-gov,105803
77,Self-emp-inc,29702
20,Private,107882
40,Private,77572
34,Private,209768
33,Private,89360
34,Self-emp-not-inc,227540
36,Private,292570
36,Private,409189
32,Local-gov,194901
26,Local-gov,219796
37,State-gov,117166
42,Private,228320
38,Private,236391
48,Private,193451
23,Private,223367
37,Private,33001
38,Private,173858
33,Private,240441
26,Private,160264
25,Private,230403
61,Private,154536
44,Self-emp-not-inc,247024
65,Self-emp-inc,410199
23,Private,191878
67,State-gov,54269
37,Private,205997
48,Private,47343
35,Federal-gov,403489
48,Private,232149
50,?,339547
36,Private,186819
20,Private,89991
32,Private,112139
18,Private,244571
36,Private,220696
50,Private,135102
24,Private,209417
43,Private,199689
27,Private,240172
17,?,94492
29,Private,188564
19,Private,264527
38,Private,189922
64,Private,182044
31,Self-emp-not-inc,271173
30,Private,203034
30,Private,100734
33,Private,169269
59,Private,24244
40,Private,132222
27,Private,199118
34,Private,223212
27,Private,284859
23,Private,112854
41,Federal-gov,92968
36,Private,181553
25,Private,266668
33,Private,29144
26,Self-emp-not-inc,389856
42,Private,111589
25,Private,232938
45,Private,103540
59,Private,249814
26,Private,30776
20,Private,184779
53,Self-emp-not-inc,93449
32,Local-gov,178107
22,Private,198956
53,Private,130143
47,Private,171807
21,?,436431
17,Private,162205
48,Private,97470
32,Self-emp-not-inc,158603
58,Private,348430
72,Private,109385
45,Private,188998
41,Private,210591
66,Self-emp-not-inc,37170
34,Private,169583
33,Private,180624
47,Private,186311
35,Private,106471
27,Private,37302
49,Private,91608
36,Private,263896
25,Private,335376
38,Private,186531
21,State-gov,42706
29,Private,180115
42,Private,191196
28,Private,209109
26,Private,199224
65,State-gov,42488
19,Self-emp-not-inc,63574
22,Private,227943
54,Private,297551
46,Private,343579
34,Private,230246
57,Self-emp-not-inc,110199
32,Private,178691
36,Self-emp-not-inc,165855
34,Private,27565
54,Private,220115
34,Private,113751
72,Private,128793
23,Private,97472
53,Private,153064
57,Private,190488
22,Local-gov,326283
40,Private,61287
31,Private,214288
18,Private,198856
51,Federal-gov,914061
